"address"|"lot_number"|"number_first"|"number_last"|"street_name"|"street_type"|"street_suffix"|"locality_name"|"postcode"|"state_code"
"47 PRADELLA STREET"|"9"|"47"|""|"PRADELLA"|"STREET"|""|"DARRA"|"4076"|"QLD"
"6 PRADELLA STREET"|"1"|"6"|""|"PRADELLA"|"STREET"|""|"DARRA"|"4076"|"QLD"
"2 PRAED STREET"|"2"|"2"|""|"PRAED"|"STREET"|""|"RED HILL"|"4059"|"QLD"
"3 PRAED STREET"|"3"|"3"|""|"PRAED"|"STREET"|""|"RED HILL"|"4059"|"QLD"
"10 VULCAN PLACE"|""|"10"|""|"VULCAN"|"PLACE"|""|"HAMLYN TERRACE"|"2259"|"NSW"
"11 VULCAN PLACE"|""|"11"|""|"VULCAN"|"PLACE"|""|"HAMLYN TERRACE"|"2259"|"NSW"
"12 VULCAN PLACE"|""|"12"|""|"VULCAN"|"PLACE"|""|"HAMLYN TERRACE"|"2259"|"NSW"
"8 ROUBION GARDENS"|""|"8"|""|"ROUBION"|"GARDENS"|""|"YALYALUP"|"6280"|"WA"
"9 ROUBION GARDENS"|""|"9"|""|"ROUBION"|"GARDENS"|""|"YALYALUP"|"6280"|"WA"
"16 ROULETTES PARADE"|""|"16"|""|"ROULETTES"|"PARADE"|""|"CLARKSON"|"6030"|"WA"
"20 ROULETTES PARADE"|""|"20"|""|"ROULETTES"|"PARADE"|""|"CLARKSON"|"6030"|"WA"
"23 ROULETTES PARADE"|""|"23"|""|"ROULETTES"|"PARADE"|""|"CLARKSON"|"6030"|"WA"
"27 ROULETTES PARADE"|""|"27"|""|"ROULETTES"|"PARADE"|""|"CLARKSON"|"6030"|"WA"
"191 ROWE ROAD"|""|"191"|""|"ROWE"|"ROAD"|""|"SERPENTINE"|"6125"|"WA"
"36 RUBENS CIRCUIT"|""|"36"|""|"RUBENS"|"CIRCUIT"|""|"BALDIVIS"|"6171"|"WA"
"89 JINATONG LOOP"|""|"89"|""|"JINATONG"|"LOOP"|""|"DAWESVILLE"|"6211"|"WA"
"90 JINATONG LOOP"|""|"90"|""|"JINATONG"|"LOOP"|""|"DAWESVILLE"|"6211"|"WA"
"21B JOHN STREET"|""|"21B"|""|"JOHN"|"STREET"|""|"COODANUP"|"6210"|"WA"
"38A JOHN STREET"|""|"38A"|""|"JOHN"|"STREET"|""|"MIDLAND"|"6056"|"WA"
"1307 JOHNSTON ROAD"|""|"1307"|""|"JOHNSTON"|"ROAD"|""|"YARLOOP"|"6218"|"WA"
"206A JONES STREET"|""|"206A"|""|"JONES"|"STREET"|""|"BALCATTA"|"6021"|"WA"
"11 JONQUIL GROVE"|""|"11"|""|"JONQUIL"|"GROVE"|""|"KARNUP"|"6176"|"WA"
"4 JONQUIL GROVE"|""|"4"|""|"JONQUIL"|"GROVE"|""|"KARNUP"|"6176"|"WA"
"6 JONQUIL GROVE"|""|"6"|""|"JONQUIL"|"GROVE"|""|"KARNUP"|"6176"|"WA"
"8 JONQUIL GROVE"|""|"8"|""|"JONQUIL"|"GROVE"|""|"KARNUP"|"6176"|"WA"
"101 KALYANG LOOP"|""|"101"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"109 KALYANG LOOP"|""|"109"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"121 KALYANG LOOP"|""|"121"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"69 KALYANG LOOP"|""|"69"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"73 KALYANG LOOP"|""|"73"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"81 KALYANG LOOP"|""|"81"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"85 KALYANG LOOP"|""|"85"|""|"KALYANG"|"LOOP"|""|"BYFORD"|"6122"|"WA"
"11 KANALLA AVENUE"|""|"11"|""|"KANALLA"|"AVENUE"|""|"MILLBRIDGE"|"6232"|"WA"
"12 KANALLA AVENUE"|""|"12"|""|"KANALLA"|"AVENUE"|""|"MILLBRIDGE"|"6232"|"WA"
"8 SAMSON WAY"|""|"8"|""|"SAMSON"|"WAY"|""|"BULGARRA"|"6714"|"WA"
"6 BUCKLEY WAY"|""|"6"|""|"BUCKLEY"|"WAY"|""|"LYNBROOK"|"3975"|"VIC"
"51-53 MELVILLE ROAD"|""|"51"|"53"|"MELVILLE"|"ROAD"|""|"BRUNSWICK WEST"|"3055"|"VIC"
"2 REGENCY DRIVE"|""|"2"|""|"REGENCY"|"DRIVE"|""|"HARRINGTON PARK"|"2567"|"NSW"
"4A BEDFORD STREET"|""|"4A"|""|"BEDFORD"|"STREET"|""|"EMU PLAINS"|"2750"|"NSW"
"11 BELAH GLEN"|""|"11"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"13 BELAH GLEN"|""|"13"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"3 BELAH GLEN"|""|"3"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"5 BELAH GLEN"|""|"5"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"6 BELAH GLEN"|""|"6"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"8 BELAH GLEN"|""|"8"|""|"BELAH"|"GLEN"|""|"BENDALONG"|"2539"|"NSW"
"75A BELMORE STREET"|""|"75A"|""|"BELMORE"|"STREET"|""|"FAIRFIELD EAST"|"2165"|"NSW"
"135 BENDICK MURRELL ROAD"|""|"135"|""|"BENDICK MURRELL"|"ROAD"|""|"BENDICK MURRELL"|"2803"|"NSW"
"1628 BOX RIDGE ROAD"|""|"1628"|""|"BOX RIDGE"|"ROAD"|""|"BOX RIDGE"|"2357"|"NSW"
"22 BRAEBURN STREET"|""|"22"|""|"BRAEBURN"|"STREET"|""|"CADDENS"|"2747"|"NSW"
"20A BROWNING STREET"|""|"20A"|""|"BROWNING"|"STREET"|""|"CAMPSIE"|"2194"|"NSW"
"901 QUINN STREET"|""|"901"|""|"QUINN"|"STREET"|""|"FLINTON"|"4422"|"QLD"
"16 LINKSIDE COURT"|""|"16"|""|"LINKSIDE"|"COURT"|""|"YALLOURN"|"3825"|"VIC"
"25 BECKS BRIDGE ROAD"|""|"25"|""|"BECKS BRIDGE"|"ROAD"|""|"NEWBOROUGH"|"3825"|"VIC"
"25 ENTALLY DRIVE"|""|"25"|""|"ENTALLY"|"DRIVE"|""|"WHEELERS HILL"|"3150"|"VIC"
"89 GRANDVIEW GROVE"|""|"89"|""|"GRANDVIEW"|"GROVE"|""|"WENDOUREE"|"3355"|"VIC"
"12 JOHN STREET"|""|"12"|""|"JOHN"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"16 JOHN STREET"|""|"16"|""|"JOHN"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"5 EVELYN STREET"|""|"5"|""|"EVELYN"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"4 GLENDA STREET"|""|"4"|""|"GLENDA"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"25 WEBBCONA PARADE"|""|"25"|""|"WEBBCONA"|"PARADE"|""|"WENDOUREE"|"3355"|"VIC"
"12 MANNEVILLE STREET"|""|"12"|""|"MANNEVILLE"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"24 MANNEVILLE STREET"|""|"24"|""|"MANNEVILLE"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"30 MANNEVILLE STREET"|""|"30"|""|"MANNEVILLE"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"15 ELMSTEAD DRIVE"|""|"15"|""|"ELMSTEAD"|"DRIVE"|""|"WHEELERS HILL"|"3150"|"VIC"
"6 IVANHOE STREET"|""|"6"|""|"IVANHOE"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"5 LOCKSLEY STREET"|""|"5"|""|"LOCKSLEY"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"11 CEDRIC STREET"|""|"11"|""|"CEDRIC"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"7 GILBERT STREET"|""|"7"|""|"GILBERT"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"10 GILBERT STREET"|""|"10"|""|"GILBERT"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"9 HALBERT STREET"|""|"9"|""|"HALBERT"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"54 HAROLD STREET"|""|"54"|""|"HAROLD"|"STREET"|""|"WENDOUREE"|"3355"|"VIC"
"1104 GREVILLEA ROAD"|""|"1104"|""|"GREVILLEA"|"ROAD"|""|"WENDOUREE"|"3355"|"VIC"
"50 MURLONG STREET"|""|"50"|""|"MURLONG"|"STREET"|""|"SWAN HILL"|"3585"|"VIC"
"1291 GREVILLEA ROAD"|""|"1291"|""|"GREVILLEA"|"ROAD"|""|"WENDOUREE"|"3355"|"VIC"
"160 LEARMONTH ROAD"|""|"160"|""|"LEARMONTH"|"ROAD"|""|"WENDOUREE"|"3355"|"VIC"
"156 LEARMONTH ROAD"|""|"156"|""|"LEARMONTH"|"ROAD"|""|"WENDOUREE"|"3355"|"VIC"
"138 LEARMONTH ROAD"|""|"138"|""|"LEARMONTH"|"ROAD"|""|"WENDOUREE"|"3355"|"VIC"
"9 HEADLAND TERRACE"|""|"9"|""|"HEADLAND"|"TERRACE"|""|"PAYNESVILLE"|"3880"|"VIC"
"11 FARNHAM AVENUE"|""|"11"|""|"FARNHAM"|"AVENUE"|""|"WHEELERS HILL"|"3150"|"VIC"
"14 HEADLAND TERRACE"|""|"14"|""|"HEADLAND"|"TERRACE"|""|"PAYNESVILLE"|"3880"|"VIC"
"19 SCHOONER TERRACE"|""|"19"|""|"SCHOONER"|"TERRACE"|""|"PAYNESVILLE"|"3880"|"VIC"
"2 KUMBARI STREET"|"36"|"2"|""|"KUMBARI"|"STREET"|""|"BRAY PARK"|"4500"|"QLD"
"3 KORONEOS COURT"|""|"3"|""|"KORONEOS"|"COURT"|""|"BRENDALE"|"4500"|"QLD"
"34 SIERUGA COURT"|""|"34"|""|"SIERUGA"|"COURT"|""|"BRENDALE"|"4500"|"QLD"
"30 PIOVESAN COURT"|""|"30"|""|"PIOVESAN"|"COURT"|""|"BRENDALE"|"4500"|"QLD"
"4 JEFF JONES COURT"|"118"|"4"|""|"JEFF JONES"|"COURT"|""|"BRAY PARK"|"4500"|"QLD"
"3 DEE COURT"|"77"|"3"|""|"DEE"|"COURT"|""|"BRAY PARK"|"4500"|"QLD"
"1090 BEAMS ROAD"|""|"1090"|""|"BEAMS"|"ROAD"|""|"BRIDGEMAN DOWNS"|"4035"|"QLD"
"22 CASUARINA DRIVE SOUTH"|"89"|"22"|""|"CASUARINA"|"DRIVE"|"SOUTH"|"BRAY PARK"|"4500"|"QLD"
"52 EDITH DRIVE"|"9999"|"52"|""|"EDITH"|"DRIVE"|""|"NORTH IPSWICH"|"4305"|"QLD"
"29 PINE STREET"|"1"|"29"|""|"PINE"|"STREET"|""|"NORTH IPSWICH"|"4305"|"QLD"
"21 MANITZKY ROAD"|"33"|"21"|""|"MANITZKY"|"ROAD"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"23 MANITZKY ROAD"|"34"|"23"|""|"MANITZKY"|"ROAD"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"34 MANITZKY ROAD"|"16"|"34"|""|"MANITZKY"|"ROAD"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"40 MANITZKY ROAD"|"19"|"40"|""|"MANITZKY"|"ROAD"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"48 MANITZKY ROAD"|"166"|"48"|""|"MANITZKY"|"ROAD"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"12 MONTE STREET"|"4"|"12"|""|"MONTE"|"STREET"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"16 MONTE STREET"|"2"|"16"|""|"MONTE"|"STREET"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"46 NORTH STREET"|"18"|"46"|""|"NORTH"|"STREET"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"50 NORTH STREET"|"20"|"50"|""|"NORTH"|"STREET"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"5-7 NICOLET DRIVE"|"211"|"5"|"7"|"NICOLET"|"DRIVE"|""|"TAMBORINE MOUNTAIN"|"4272"|"QLD"
"25 CUMMING STREET"|"1"|"25"|""|"CUMMING"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"28 CUMMING STREET"|"53"|"28"|""|"CUMMING"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"29 CUMMING STREET"|"7"|"29"|""|"CUMMING"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"3 CUMMING STREET"|"19"|"3"|""|"CUMMING"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"30 CUMMING STREET"|"54"|"30"|""|"CUMMING"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"139 STUART STREET"|"174"|"139"|""|"STUART"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"71A STUART STREET"|"23"|"71A"|""|"STUART"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"71B STUART STREET"|"12"|"71B"|""|"STUART"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"99 STUART STREET"|"9999"|"99"|""|"STUART"|"STREET"|""|"NORTH TOOWOOMBA"|"4350"|"QLD"
"37 HEATHLAND WAY"|""|"37"|""|"HEATHLAND"|"WAY"|""|"DINGLEY VILLAGE"|"3172"|"VIC"
"3 ROBINA COURT"|""|"3"|""|"ROBINA"|"COURT"|""|"DINGLEY VILLAGE"|"3172"|"VIC"
"4 ROBINA COURT"|""|"4"|""|"ROBINA"|"COURT"|""|"DINGLEY VILLAGE"|"3172"|"VIC"
"57-59 POWLETT STREET"|""|"57"|"59"|"POWLETT"|"STREET"|""|"DALYSTON"|"3992"|"VIC"
"6 KINGSLAND CLOSE"|""|"6"|""|"KINGSLAND"|"CLOSE"|""|"DINGLEY VILLAGE"|"3172"|"VIC"
"18 KINGSLAND CLOSE"|""|"18"|""|"KINGSLAND"|"CLOSE"|""|"DINGLEY VILLAGE"|"3172"|"VIC"
"2 SPARROWHAWK ROAD"|""|"2"|""|"SPARROWHAWK"|"ROAD"|""|"DOREEN"|"3754"|"VIC"
"18 SPARROWHAWK ROAD"|""|"18"|""|"SPARROWHAWK"|"ROAD"|""|"DOREEN"|"3754"|"VIC"
"8 VICTORIA STREET"|""|"8"|""|"VICTORIA"|"STREET"|""|"DIAMOND CREEK"|"3089"|"VIC"
"117 NORMANBY ROAD"|""|"117"|""|"NORMANBY"|"ROAD"|""|"CAULFIELD NORTH"|"3161"|"VIC"
"2 FRANKLIN ROAD"|""|"2"|""|"FRANKLIN"|"ROAD"|""|"DONCASTER EAST"|"3109"|"VIC"
"7A HOTHAM STREET"|""|"7A"|""|"HOTHAM"|"STREET"|""|"CRANBOURNE"|"3977"|"VIC"
"62A CARRIGG STREET"|""|"62A"|""|"CARRIGG"|"STREET"|""|"DROMANA"|"3936"|"VIC"
"6 CARRAMAR STREET"|""|"6"|""|"CARRAMAR"|"STREET"|""|"CHADSTONE"|"3148"|"VIC"
"10-12 WILLS STREET"|""|"10"|"12"|"WILLS"|"STREET"|""|"CHILTERN"|"3683"|"VIC"
"2A WISEWOULD STREET"|""|"2A"|""|"WISEWOULD"|"STREET"|""|"FLEMINGTON"|"3031"|"VIC"
"10 BALWYN ROAD"|""|"10"|""|"BALWYN"|"ROAD"|""|"BULLEEN"|"3105"|"VIC"
"18 MACDONALD AVENUE"|""|"18"|""|"MACDONALD"|"AVENUE"|""|"ALTONA NORTH"|"3025"|"VIC"
"28 MACDONALD AVENUE"|""|"28"|""|"MACDONALD"|"AVENUE"|""|"ALTONA NORTH"|"3025"|"VIC"
"7 OBRIEN COURT"|""|"7"|""|"OBRIEN"|"COURT"|""|"ALTONA MEADOWS"|"3028"|"VIC"
"27 BATMAN STREET"|""|"27"|""|"BATMAN"|"STREET"|""|"ALTONA MEADOWS"|"3028"|"VIC"
"39 BATMAN STREET"|""|"39"|""|"BATMAN"|"STREET"|""|"ALTONA MEADOWS"|"3028"|"VIC"
"279 BLACKSHAWS ROAD"|""|"279"|""|"BLACKSHAWS"|"ROAD"|""|"ALTONA NORTH"|"3025"|"VIC"
"50 TAMARIND DRIVE"|"30"|"50"|""|"TAMARIND"|"DRIVE"|""|"ACACIA GARDENS"|"2763"|"NSW"
"24 SOUTH STREET"|"4"|"24"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"25 SOUTH STREET"|"19"|"25"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"29 SOUTH STREET"|"21"|"29"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"3 SOUTH STREET"|"8"|"3"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"12 RUSSELL AVENUE"|"7"|"12"|""|"RUSSELL"|"AVENUE"|""|"ADAMSTOWN HEIGHTS"|"2289"|"NSW"
"15 RUSSELL AVENUE"|"35"|"15"|""|"RUSSELL"|"AVENUE"|""|"ADAMSTOWN HEIGHTS"|"2289"|"NSW"
"16 RUSSELL AVENUE"|"5"|"16"|""|"RUSSELL"|"AVENUE"|""|"ADAMSTOWN HEIGHTS"|"2289"|"NSW"
"39 SOUTH STREET"|"37"|"39"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"42 SOUTH STREET"|"12"|"42"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"44 SOUTH STREET"|"13"|"44"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"47 SOUTH STREET"|"26"|"47"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"49 SOUTH STREET"|"25"|"49"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"51 SOUTH STREET"|"24"|"51"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"53 SOUTH STREET"|"23"|"53"|""|"SOUTH"|"STREET"|""|"ADAMSTOWN"|"2289"|"NSW"
"75 TONGARRA ROAD"|"586"|"75"|""|"TONGARRA"|"ROAD"|""|"ALBION PARK RAIL"|"2527"|"NSW"
"8 TONGARRA ROAD"|"10"|"8"|""|"TONGARRA"|"ROAD"|""|"ALBION PARK RAIL"|"2527"|"NSW"
"91 TONGARRA ROAD"|"578"|"91"|""|"TONGARRA"|"ROAD"|""|"ALBION PARK RAIL"|"2527"|"NSW"
"109 MCMAHON ROAD"|""|"109"|""|"MCMAHON"|"ROAD"|""|"RESERVOIR"|"3073"|"VIC"
"130 MCMAHON ROAD"|""|"130"|""|"MCMAHON"|"ROAD"|""|"RESERVOIR"|"3073"|"VIC"
"4 MCNAMARA STREET"|""|"4"|""|"MCNAMARA"|"STREET"|""|"PRESTON"|"3072"|"VIC"
"7 PARK AVENUE"|""|"7"|""|"PARK"|"AVENUE"|""|"PRESTON"|"3072"|"VIC"
"84 FARM STREET"|""|"84"|""|"FARM"|"STREET"|""|"NEWPORT"|"3015"|"VIC"
"9 HILDA PLACE"|""|"9"|""|"HILDA"|"PLACE"|""|"WHITTLESEA"|"3757"|"VIC"
"6 HILL STREET"|""|"6"|""|"HILL"|"STREET"|""|"WHITTLESEA"|"3757"|"VIC"
"19-21 LIGAR STREET"|""|"19"|"21"|"LIGAR"|"STREET"|""|"SUNBURY"|"3429"|"VIC"
"20 RADLEIGH DRIVE"|""|"20"|""|"RADLEIGH"|"DRIVE"|""|"WHEELERS HILL"|"3150"|"VIC"
"28 RADLEIGH DRIVE"|""|"28"|""|"RADLEIGH"|"DRIVE"|""|"WHEELERS HILL"|"3150"|"VIC"
"48 FORREST AVENUE"|""|"48"|""|"FORREST"|"AVENUE"|""|"NEWHAVEN"|"3925"|"VIC"
"6 MALCLIFF ROAD"|""|"6"|""|"MALCLIFF"|"ROAD"|""|"NEWHAVEN"|"3925"|"VIC"
"16 CLEELAND STREET"|""|"16"|""|"CLEELAND"|"STREET"|""|"NEWHAVEN"|"3925"|"VIC"
"39 PHILLIP ISLAND ROAD"|""|"39"|""|"PHILLIP ISLAND"|"ROAD"|""|"NEWHAVEN"|"3925"|"VIC"
"22 WAKELIN CRESCENT"|""|"22"|""|"WAKELIN"|"CRESCENT"|""|"TAYLORS LAKES"|"3038"|"VIC"
"6 HERMAN CLOSE"|""|"6"|""|"HERMAN"|"CLOSE"|""|"TAYLORS LAKES"|"3038"|"VIC"
"113-115 TOORAK ROAD"|""|"113"|"115"|"TOORAK"|"ROAD"|""|"SOUTH YARRA"|"3141"|"VIC"
"6 STANDEN COURT"|""|"6"|""|"STANDEN"|"COURT"|""|"WARRANWOOD"|"3134"|"VIC"
"280 CUMBERLAND ROAD"|""|"280"|""|"CUMBERLAND"|"ROAD"|""|"PASCOE VALE"|"3044"|"VIC"
"23 DALE AVENUE"|""|"23"|""|"DALE"|"AVENUE"|""|"PASCOE VALE"|"3044"|"VIC"
"33 JHONSON STREET"|""|"33"|""|"JHONSON"|"STREET"|""|"PASCOE VALE SOUTH"|"3044"|"VIC"
"45 JHONSON STREET"|""|"45"|""|"JHONSON"|"STREET"|""|"PASCOE VALE SOUTH"|"3044"|"VIC"
"3 JOFFRE ROAD"|""|"3"|""|"JOFFRE"|"ROAD"|""|"PASCOE VALE"|"3044"|"VIC"
"3-5 WHERNSIDE AVENUE"|""|"3"|"5"|"WHERNSIDE"|"AVENUE"|""|"TOORAK"|"3142"|"VIC"
"17 CARRAJUNG STREET"|""|"17"|""|"CARRAJUNG"|"STREET"|""|"ROSEBUD"|"3939"|"VIC"
"19 CARRAJUNG STREET"|""|"19"|""|"CARRAJUNG"|"STREET"|""|"ROSEBUD"|"3939"|"VIC"
"8 CARRAMAR STREET"|""|"8"|""|"CARRAMAR"|"STREET"|""|"RYE"|"3941"|"VIC"
"16 CARRAMAR STREET"|""|"16"|""|"CARRAMAR"|"STREET"|""|"RYE"|"3941"|"VIC"
"1 CARRATHOOL AVENUE"|""|"1"|""|"CARRATHOOL"|"AVENUE"|""|"ROSEBUD"|"3939"|"VIC"
"8 COWRIE COURT"|""|"8"|""|"COWRIE"|"COURT"|""|"TOOTGAROOK"|"3941"|"VIC"
"24 CRANSTON COURT"|""|"24"|""|"CRANSTON"|"COURT"|""|"ROSEBUD"|"3939"|"VIC"
"8 CREEDMORE DRIVE"|""|"8"|""|"CREEDMORE"|"DRIVE"|""|"RYE"|"3941"|"VIC"
"3 ACHERON AVENUE"|""|"3"|""|"ACHERON"|"AVENUE"|""|"TOOTGAROOK"|"3941"|"VIC"
"20 ACHERON AVENUE"|""|"20"|""|"ACHERON"|"AVENUE"|""|"TOOTGAROOK"|"3941"|"VIC"
"60 PHOENIX STREET"|""|"60"|""|"PHOENIX"|"STREET"|""|"SUNSHINE NORTH"|"3020"|"VIC"
"79 PHOENIX STREET"|""|"79"|""|"PHOENIX"|"STREET"|""|"SUNSHINE NORTH"|"3020"|"VIC"
"96 BRACKENBURY STREET"|""|"96"|""|"BRACKENBURY"|"STREET"|""|"WARRANDYTE"|"3113"|"VIC"
"22 BRACKENBURY STREET"|""|"22"|""|"BRACKENBURY"|"STREET"|""|"WARRANDYTE"|"3113"|"VIC"
"7 HAMILTON COURT"|""|"7"|""|"HAMILTON"|"COURT"|""|"WATSONIA NORTH"|"3087"|"VIC"
"14 PACIFIC DRIVE"|"12"|"14"|""|"PACIFIC"|"DRIVE"|""|"BANORA POINT"|"2486"|"NSW"
"22 DALZIEL STREET"|"47"|"22"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"23 DALZIEL STREET"|"12"|"23"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"24 DALZIEL STREET"|"46"|"24"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"25 DALZIEL STREET"|"13"|"25"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"26 DALZIEL STREET"|"45"|"26"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"28 DALZIEL STREET"|"44"|"28"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"32 DALZIEL STREET"|"42"|"32"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"34 DALZIEL STREET"|"41"|"34"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"36 DALZIEL STREET"|"40"|"36"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"38 DALZIEL STREET"|"39"|"38"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"48 DALZIEL STREET"|"1"|"48"|""|"DALZIEL"|"STREET"|""|"STRATFORD"|"4870"|"QLD"
"3 FITCH COURT"|"1"|"3"|""|"FITCH"|"COURT"|""|"STRATFORD"|"4870"|"QLD"
"174 MORDEN ROAD"|"287"|"174"|""|"MORDEN"|"ROAD"|""|"SUNNYBANK HILLS"|"4109"|"QLD"
"175 MORDEN ROAD"|"5"|"175"|""|"MORDEN"|"ROAD"|""|"SUNNYBANK HILLS"|"4109"|"QLD"
"245 HELLAWELL ROAD"|""|"245"|""|"HELLAWELL"|"ROAD"|""|"SUNNYBANK HILLS"|"4109"|"QLD"
"29 MORDEN ROAD"|"190"|"29"|""|"MORDEN"|"ROAD"|""|"SUNNYBANK HILLS"|"4109"|"QLD"
"196 BEENLEIGH ROAD"|"3"|"196"|""|"BEENLEIGH"|"ROAD"|""|"SUNNYBANK"|"4109"|"QLD"
"198 BEENLEIGH ROAD"|"4"|"198"|""|"BEENLEIGH"|"ROAD"|""|"SUNNYBANK"|"4109"|"QLD"
"27 ILLINOIS STREET"|"26"|"27"|""|"ILLINOIS"|"STREET"|""|"SUNNYBANK HILLS"|"4109"|"QLD"
"26 FOLEYS ROAD"|""|"26"|""|"FOLEYS"|"ROAD"|""|"DERRIMUT"|"3030"|"VIC"
"28 FOLEYS ROAD"|""|"28"|""|"FOLEYS"|"ROAD"|""|"DERRIMUT"|"3030"|"VIC"
"30 FOLEYS ROAD"|""|"30"|""|"FOLEYS"|"ROAD"|""|"DERRIMUT"|"3030"|"VIC"
"6A FOLLETT ROAD"|""|"6A"|""|"FOLLETT"|"ROAD"|""|"CHELTENHAM"|"3192"|"VIC"
"2A FORREST STREET"|""|"2A"|""|"FORREST"|"STREET"|""|"DROUIN"|"3818"|"VIC"
"7 GAVIA COURT"|"339"|"7"|""|"GAVIA"|"COURT"|""|"ROCHEDALE SOUTH"|"4123"|"QLD"
"11 GAWLER STREET"|"100"|"11"|""|"GAWLER"|"STREET"|""|"ROCHEDALE SOUTH"|"4123"|"QLD"
"24 KALLISTA ROAD"|"353"|"24"|""|"KALLISTA"|"ROAD"|""|"ROCHEDALE SOUTH"|"4123"|"QLD"
"26 KALLISTA ROAD"|"352"|"26"|""|"KALLISTA"|"ROAD"|""|"ROCHEDALE SOUTH"|"4123"|"QLD"
"16 CHELTENHAM DRIVE"|"30"|"16"|""|"CHELTENHAM"|"DRIVE"|""|"ROBINA"|"4226"|"QLD"
"18 CHELTENHAM DRIVE"|"834"|"18"|""|"CHELTENHAM"|"DRIVE"|""|"ROBINA"|"4226"|"QLD"
